horizon,comparator,threshold,extra_correctly_flagged,extra_false_alarms,fewer_missed,d_precision,d_recall,d_f1,strict_win
d28,DKT-F,0.6,-32,-80,-32,0.03543098606616568,-0.031558185404339245,-0.008082031073018803,False
d28,DKT-F,0.7,-97,-254,-97,0.05043157211994209,-0.0956607495069034,-0.0026477901384337477,False
within,DKVMN,0.3,2249,363,2249,0.010653187780963136,0.011368576425747887,0.01800955590155523,False
within,DKVMN,0.4,-164,-881,-164,0.009232546584757806,-0.0008290113534115962,9.471263318405754e-06,False
within,DKVMN,0.5,-1504,-3087,-1504,0.011979927517913547,-0.007602640704457431,-0.003211144163862756,False
within,DKVMN,0.6,-1109,-3781,-1109,0.008567526510257717,-0.005605936530081956,0.0008888971165322834,False
within,DKVMN,0.7,-493,-3036,-493,0.004144780435166584,-0.002492089007511633,0.002027076055356014,False
sameday,DKVMN,0.3,-21,-3,-21,-0.01136752074590719,-0.005288340468395866,-0.009012338737653017,False
sameday,DKVMN,0.4,-90,-36,-90,-0.00795019238446315,-0.02266431629312518,-0.030557436312855984,False
sameday,DKVMN,0.5,-140,-76,-140,-0.005146246151417011,-0.035255603122639145,-0.03435188037203679,False
sameday,DKVMN,0.6,-94,-57,-94,-0.0036915487068900354,-0.02367161923948624,-0.01592716475572742,False
sameday,DKVMN,0.7,-39,-33,-39,-0.0008340246485319391,-0.009821203727020889,-0.004161956287683122,False
d1,DKVMN,0.3,-8,-1,-8,-0.0027384085847337314,-0.0016621649698732588,-0.0028251218123498123,False
d1,DKVMN,0.4,-17,25,-17,-0.02012786059122551,-0.003532100560980661,-0.006082877731338476,False
d1,DKVMN,0.5,-49,4,-49,-0.009537259824946798,-0.010180760440473724,-0.011538178142989408,False
d1,DKVMN,0.6,-7,8,-7,-0.0019926889045819296,-0.0014543943486390876,-0.001684081257830372,False
d1,DKVMN,0.7,-2,134,-2,-0.010834546836362535,-0.00041554124246834245,-0.00705313376958383,False
d7,DKVMN,0.3,4,-7,4,0.033139432399083346,0.0018416206261510082,0.0035353289790008846,True
d7,DKVMN,0.4,10,13,10,-0.012040753318925623,0.0046040515653775205,0.005517215146320281,False
d7,DKVMN,0.5,-28,43,-28,-0.03994993292117899,-0.012891344383057057,-0.019825874179891734,False
d7,DKVMN,0.6,-26,63,-26,-0.027818966432032854,-0.011970534069981609,-0.01819892357257541,False
d7,DKVMN,0.7,19,82,19,-0.011527774376749567,0.008747697974217261,-0.0038121570209477262,False
d28,DKVMN,0.3,9,7,9,-0.030520034100596782,0.008875739644970411,0.015034233253263904,False
d28,DKVMN,0.4,16,10,16,-0.009836531627576361,0.015779092702169623,0.02198202314079331,False
d28,DKVMN,0.5,-3,17,-3,-0.03087915761323745,-0.002958579881656792,-0.00770562770562766,False
d28,DKVMN,0.6,-21,30,-21,-0.037710006921576444,-0.020710059171597628,-0.027035418029119185,False
d28,DKVMN,0.7,-1,3,-1,-0.0016927497130108105,-0.0009861932938856066,-0.0013998317954123651,False
